"ref.date","value","id.num","series.name"
2019-01-01,0.32,433,"id = 433"
2019-02-01,0.43,433,"id = 433"
2019-03-01,0.75,433,"id = 433"
2019-04-01,0.57,433,"id = 433"
2019-05-01,0.13,433,"id = 433"
2019-06-01,0.01,433,"id = 433"
2019-07-01,0.19,433,"id = 433"
2019-08-01,0.11,433,"id = 433"
2019-09-01,-0.04,433,"id = 433"
2019-10-01,0.1,433,"id = 433"
2019-11-01,0.51,433,"id = 433"
2019-12-01,1.15,433,"id = 433"
2020-01-01,0.21,433,"id = 433"
2020-02-01,0.25,433,"id = 433"
2020-03-01,0.07,433,"id = 433"
2020-04-01,-0.31,433,"id = 433"
2020-05-01,-0.38,433,"id = 433"
2020-06-01,0.26,433,"id = 433"
2020-07-01,0.36,433,"id = 433"
2020-08-01,0.24,433,"id = 433"
2020-09-01,0.64,433,"id = 433"
2020-10-01,0.86,433,"id = 433"
2020-11-01,0.89,433,"id = 433"
2020-12-01,1.35,433,"id = 433"
2021-01-01,0.25,433,"id = 433"
2021-02-01,0.86,433,"id = 433"
2021-03-01,0.93,433,"id = 433"
2021-04-01,0.31,433,"id = 433"
2021-05-01,0.83,433,"id = 433"
2021-06-01,0.53,433,"id = 433"
2021-07-01,0.96,433,"id = 433"
2021-08-01,0.87,433,"id = 433"
2021-09-01,1.16,433,"id = 433"
2021-10-01,1.25,433,"id = 433"
2021-11-01,0.95,433,"id = 433"
2021-12-01,0.73,433,"id = 433"
2022-01-01,0.54,433,"id = 433"
2022-02-01,1.01,433,"id = 433"
2022-03-01,1.62,433,"id = 433"
2022-04-01,1.06,433,"id = 433"
2022-05-01,0.47,433,"id = 433"
2022-06-01,0.67,433,"id = 433"
2022-07-01,-0.68,433,"id = 433"
2022-08-01,-0.36,433,"id = 433"
2022-09-01,-0.29,433,"id = 433"
2022-10-01,0.59,433,"id = 433"
2022-11-01,0.41,433,"id = 433"
2022-12-01,0.62,433,"id = 433"
2023-01-01,0.53,433,"id = 433"
2023-02-01,0.84,433,"id = 433"
2023-03-01,0.71,433,"id = 433"
2023-04-01,0.61,433,"id = 433"
